keyword,scope,avg_monthly_searches,competition,competition_index,low_bid_usd,high_bid_usd,cluster
amber stone bracelet,amber_core,90,HIGH,100,0.23,1.23,amber_general
best teething necklace amber,amber_core,90,HIGH,100,0.47,2.9,amber_general
genuine amber necklace,amber_core,90,HIGH,100,0.32,1.12,amber_general
genuine amber,amber_core,90,HIGH,98,0.21,0.94,amber_general
amber cross necklace,amber_core,90,HIGH,94,0.0,0.0,amber_general
black amber necklace,amber_core,90,HIGH,72,0.17,1.13,amber_general
amber jewellery set,amber_core,90,HIGH,100,0.25,0.72,amber_general
raw amber bracelet,amber_core,90,MEDIUM,65,0.44,0.89,amber_general
amber butterfly necklace,amber_core,90,HIGH,91,0.0,0.0,amber_general
amber signet ring,amber_core,90,HIGH,82,0.0,0.0,amber_general
real amber pendant,amber_core,90,HIGH,100,0.3,0.9,amber_general
mens amber pendant,amber_core,90,HIGH,100,0.43,0.77,amber_general
amber gemstone bracelet,amber_core,90,HIGH,100,0.23,1.23,amber_general
amber jade bracelet,amber_core,90,MEDIUM,56,0.0,0.0,amber_general
amber nose ring,amber_core,90,MEDIUM,59,0.65,1.06,amber_general
amber nose stud,amber_core,90,MEDIUM,59,0.65,1.06,amber_general
amber sceats double coin necklace,amber_core,90,HIGH,98,0.0,0.0,amber_general
amber teardrop pendant,amber_core,90,HIGH,100,0.15,0.54,amber_general
antique amber bracelet,amber_core,90,MEDIUM,49,0.0,0.0,amber_general
baltic amber gemstone,amber_core,90,LOW,24,0.0,0.0,amber_general
baltic amber teething necklace near me,amber_core,90,HIGH,100,0.0,0.0,amber_general
black amber jewelry,amber_core,90,HIGH,89,0.2,0.57,amber_general
egg yolk amber necklace,amber_core,90,HIGH,100,0.05,0.22,amber_general
faceted amber necklace,amber_core,90,HIGH,97,0.0,0.0,amber_general
flower amber bracelet,amber_core,90,HIGH,99,0.0,0.0,amber_general
jurassic park amber ring,amber_core,90,LOW,4,0.0,0.0,amber_general
opal amber,amber_core,90,LOW,22,0.0,0.0,amber_general
polish amber ring,amber_core,90,HIGH,100,0.19,0.44,amber_general
red amber pendant,amber_core,90,HIGH,78,0.0,0.0,amber_general
teardrop amber pendant,amber_core,90,HIGH,100,0.15,0.54,amber_general
top rated amber teething necklace,amber_core,90,HIGH,100,0.47,2.9,amber_general
yellow amber jewellery,amber_core,90,MEDIUM,53,0.0,0.0,amber_general
amber beads for sale,amber_core,90,HIGH,100,0.17,0.84,amber_types
best amber beads for teething,amber_core,90,HIGH,100,0.47,2.9,amber_types
african amber beads,amber_core,90,HIGH,85,0.0,0.0,amber_types
butterscotch egg yolk amber,amber_core,90,MEDIUM,50,0.0,0.0,amber_types
yellow amber jewelry,amber_core,90,MEDIUM,53,0.0,0.0,amber_types
yamaha stage custom honey amber,amber_core,90,HIGH,100,0.33,1.13,amber_colors
blue amber for sale,amber_core,90,HIGH,97,0.2,0.75,amber_colors
blue amber beads,amber_core,90,HIGH,94,0.12,0.49,amber_colors
amber and blue,amber_core,90,LOW,0,0.0,0.0,amber_colors
egg yolk butterscotch amber,amber_core,90,MEDIUM,50,0.0,0.0,amber_colors
honey amber yamaha stage custom,amber_core,90,HIGH,100,0.33,1.13,amber_colors
authentic amber teething necklace,amber_core,70,HIGH,100,0.56,3.22,amber_general
baltic amber bracelet for adults,amber_core,70,HIGH,100,0.4,1.19,amber_general
amber crystal bracelet,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber teething necklace near me,amber_core,70,HIGH,95,0.37,1.98,amber_general
amber bee earrings,amber_core,70,HIGH,100,0.23,1.18,amber_general
authentic baltic amber teething necklace,amber_core,70,HIGH,100,0.56,3.22,amber_general
gold amber necklace,amber_core,70,HIGH,73,0.0,0.0,amber_general
amber stone engagement ring,amber_core,70,HIGH,100,0.34,3.38,amber_general
mens amber jewelry,amber_core,70,HIGH,100,0.27,1.66,amber_general
amber choker necklace,amber_core,70,HIGH,100,0.23,1.09,amber_general
amber sceats bracelet,amber_core,70,HIGH,92,0.0,0.0,amber_general
amber teardrop earrings,amber_core,70,HIGH,100,0.23,1.13,amber_general
silver and amber jewellery,amber_core,70,MEDIUM,56,0.0,0.0,amber_general
amber gemstone ring,amber_core,70,HIGH,100,0.31,1.39,amber_general
baltic amber bead necklace,amber_core,70,HIGH,100,0.32,2.89,amber_general
pink amber teething necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber bangle bracelet,amber_core,70,HIGH,100,0.23,0.78,amber_general
blue amber necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber jewelry necklace,amber_core,70,HIGH,86,0.0,0.0,amber_general
amber bee ring,amber_core,70,HIGH,99,0.0,0.0,amber_general
amber gold bracelet,amber_core,70,HIGH,69,0.0,0.0,amber_general
amber fossil jewelry,amber_core,70,HIGH,90,0.0,0.0,amber_general
large amber bead necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber baltic sea jewelry,amber_core,70,HIGH,98,0.34,1.12,amber_general
amber bee earring,amber_core,70,HIGH,100,0.23,1.18,amber_general
amber crystal ring,amber_core,70,MEDIUM,45,0.0,0.0,amber_general
amber dragonfly necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber gem ring,amber_core,70,HIGH,100,0.31,1.39,amber_general
amber jade jewelry,amber_core,70,HIGH,100,0.0,0.0,amber_general
amber jewelry for pain relief,amber_core,70,HIGH,99,0.0,0.0,amber_general
amber jewelry store,amber_core,70,LOW,12,0.0,0.0,amber_general
amber pins,amber_core,70,MEDIUM,42,0.0,0.0,amber_general
amber resin necklace,amber_core,70,HIGH,100,0.14,0.56,amber_general
amber sami jewellery,amber_core,70,LOW,13,0.0,0.0,amber_general
amber silver jewellery,amber_core,70,MEDIUM,56,0.0,0.0,amber_general
amber sky earrings,amber_core,70,LOW,32,0.0,0.0,amber_general
antique amber bead necklace,amber_core,70,HIGH,71,0.0,0.0,amber_general
antique butterscotch amber necklace,amber_core,70,HIGH,95,0.0,0.0,amber_general
baltic sea amber jewelry,amber_core,70,HIGH,98,0.34,1.12,amber_general
bee earring amber,amber_core,70,HIGH,100,0.23,1.18,amber_general
bee earrings amber,amber_core,70,HIGH,100,0.23,1.18,amber_general
blue amber pendant,amber_core,70,HIGH,100,0.12,1.03,amber_general
butterscotch amber jewelry,amber_core,70,HIGH,100,0.1,0.44,amber_general
cherry red amber jewelry,amber_core,70,HIGH,95,0.0,0.0,amber_general
dragonfly in amber necklace,amber_core,70,HIGH,100,0.0,0.0,amber_general
faturan beads,amber_core,70,HIGH,99,0.0,0.0,amber_general
heart shaped amber ring,amber_core,70,MEDIUM,49,0.0,0.0,amber_general
multicolor amber bracelet,amber_core,70,HIGH,90,0.0,0.0,amber_general
oval amber pendant,amber_core,70,MEDIUM,52,0.0,0.0,amber_general
raw amber pendant,amber_core,70,HIGH,69,0.0,0.0,amber_general
raw amber ring,amber_core,70,MEDIUM,35,0.0,0.0,amber_general
red amber bracelet,amber_core,70,HIGH,81,0.0,0.0,amber_general
vintage butterscotch amber necklace,amber_core,70,HIGH,95,0.0,0.0,amber_general
raw amber beads,amber_core,70,HIGH,100,0.0,0.0,amber_types
real amber for sale,amber_core,70,HIGH,92,0.08,0.47,amber_types
amber beads and teething,amber_core,70,HIGH,98,0.29,1.64,amber_types
amber pyramid,amber_core,70,LOW,20,0.0,0.0,amber_types
amber ring price,amber_core,70,HIGH,69,0.0,0.0,amber_types
big amber,amber_core,70,LOW,1,0.0,0.0,amber_types
faceted amber beads,amber_core,70,HIGH,96,0.0,0.0,amber_types
infant teething beads,amber_core,70,HIGH,100,0.46,1.48,amber_types
raw unpolished amber,amber_core,70,LOW,17,0.0,0.0,amber_types
synthetic amber,amber_core,70,MEDIUM,34,0.0,0.0,amber_types
blue baltic amber,amber_core,70,HIGH,99,0.31,1.09,amber_colors
natural green amber,amber_core,70,HIGH,97,0.0,0.0,amber_colors
real blue amber,amber_core,70,HIGH,98,0.0,0.0,amber_colors
amber and silver jewelry,amber_core,70,MEDIUM,56,0.0,0.0,silver_amber
silver amber jewellery,amber_core,70,MEDIUM,56,0.0,0.0,silver_amber
real amber teething necklace,amber_core,50,HIGH,100,0.46,3.0,amber_general
amber necklaces for sale,amber_core,50,HIGH,100,0.0,0.0,amber_general
amber bead teething necklace,amber_core,50,HIGH,100,0.33,1.43,amber_general
baltic amber teething bracelet,amber_core,50,HIGH,100,0.39,2.12,amber_general
amber sceats necklace,amber_core,50,HIGH,100,0.4,0.64,amber_general
amber bee necklace,amber_core,50,HIGH,100,0.35,2.4,amber_general
teething amber anklet,amber_core,50,HIGH,99,0.3,1.86,amber_general
real amber earrings,amber_core,50,HIGH,100,0.22,0.97,amber_general
amber stone earrings,amber_core,50,HIGH,100,0.19,0.65,amber_general
genuine amber teething necklace,amber_core,50,HIGH,100,0.46,3.0,amber_general
rainbow amber necklace,amber_core,50,HIGH,99,0.0,0.0,amber_general
women's amber jewelry,amber_core,50,HIGH,100,0.23,1.63,amber_general
amazon teething necklace,amber_core,50,HIGH,91,0.15,0.71,amber_general
amber choker,amber_core,50,HIGH,100,0.32,1.08,amber_general
amber acorn necklace,amber_core,50,HIGH,67,0.0,0.0,amber_general
cognac amber necklace,amber_core,50,HIGH,89,0.0,0.0,amber_general
unpolished amber necklace,amber_core,50,HIGH,100,0.0,0.0,amber_general
black amber bracelet,amber_core,50,HIGH,100,0.0,0.0,amber_general
etsy amber jewelry,amber_core,50,HIGH,97,0.01,0.25,amber_general
blue amber bracelet,amber_core,50,HIGH,100,0.31,1.1,amber_general
real baltic amber,amber_core,50,HIGH,100,0.33,1.92,amber_general
amber pendant with insect,amber_core,50,HIGH,100,0.0,0.0,amber_general
beads for teething necklace amber,amber_core,50,HIGH,100,0.33,1.43,amber_general
honey amber necklace,amber_core,50,HIGH,100,0.0,0.0,amber_general
etsy amber earrings,amber_core,50,MEDIUM,57,0.01,0.14,amber_general
bee amber necklace,amber_core,50,HIGH,100,0.35,2.4,amber_general
amber marshall jewelry,amber_core,50,HIGH,89,0.0,0.0,amber_general
adult bracelets,amber_core,50,HIGH,98,0.4,2.32,amber_general
polish amber earrings,amber_core,50,HIGH,100,0.19,0.53,amber_general
yellow amber bracelet,amber_core,50,HIGH,91,0.0,0.0,amber_general
amber butterfly pendant,amber_core,50,HIGH,99,0.25,1.59,amber_general
amber chain necklace,amber_core,50,MEDIUM,58,0.0,0.0,amber_general
amber fossil necklace,amber_core,50,HIGH,100,0.0,0.0,amber_general
amber fossil ring,amber_core,50,HIGH,87,0.0,0.0,amber_general
amber gemstone earrings,amber_core,50,HIGH,100,0.19,0.65,amber_general
amber inlay ring,amber_core,50,HIGH,100,0.0,0.0,amber_general
amber marshall jewellery collection,amber_core,50,LOW,12,0.0,0.0,amber_general
amber necklace price,amber_core,50,HIGH,83,0.0,0.0,amber_general
amber quality,amber_core,50,LOW,21,0.01,0.17,amber_general
amber resin ring,amber_core,50,HIGH,78,0.0,0.0,amber_general
amber scorpion necklace,amber_core,50,HIGH,93,0.0,0.0,amber_general
ancient amber jewelry,amber_core,50,HIGH,83,0.0,0.0,amber_general
baltic amber pendant necklace,amber_core,50,HIGH,100,0.21,0.83,amber_general
blood amber bracelet,amber_core,50,HIGH,100,0.11,0.45,amber_general
cherry amber bracelet,amber_core,50,HIGH,72,0.0,0.0,amber_general
chiapas amber jewelry,amber_core,50,HIGH,69,0.0,0.0,amber_general
fossil amber necklace,amber_core,50,HIGH,100,0.0,0.0,amber_general
midwest amber necklace,amber_core,50,HIGH,100,0.43,8.53,amber_general
mosquito in amber necklace,amber_core,50,HIGH,93,0.0,0.0,amber_general
old amber necklace,amber_core,50,MEDIUM,65,0.0,0.0,amber_general
rainbow teething necklace,amber_core,50,HIGH,100,0.0,0.0,amber_general
true amber teething necklace,amber_core,50,HIGH,100,0.46,3.0,amber_general
women baltic amber necklace,amber_core,50,HIGH,100,0.53,1.79,amber_general
amber jewelry for men,amber_core,50,HIGH,100,0.25,0.76,amber_types
teething necklace for autism,amber_core,50,HIGH,100,0.18,1.88,amber_types
large amber beads,amber_core,50,HIGH,100,0.24,0.92,amber_types
amber studs,amber_core,50,HIGH,84,0.0,0.0,amber_types
african teething beads,amber_core,50,LOW,0,0.0,0.0,amber_types
amber colored diamond,amber_core,50,HIGH,100,1.06,3.35,amber_types
amber jewellery etsy,amber_core,50,HIGH,97,0.01,0.25,amber_types
honey amber beads,amber_core,50,HIGH,81,0.0,0.0,amber_types
vintage amber beads,amber_core,50,HIGH,100,0.06,0.6,amber_types
antique butterscotch amber,amber_core,50,HIGH,100,0.0,0.0,amber_colors
sumatran blue amber,amber_core,50,HIGH,99,0.0,0.0,amber_colors
birthstones,expansion,301000,HIGH,100,0.05,0.67,gemstone
birthstone stones,expansion,301000,HIGH,100,0.05,0.67,gemstone
stones birthstones,expansion,301000,HIGH,100,0.05,0.67,birthstone
birthstone birthstones,expansion,301000,HIGH,100,0.05,0.67,birthstone
december birthstone,expansion,246000,HIGH,99,0.1,1.34,gemstone
october birthstone,expansion,246000,HIGH,96,0.08,1.35,gemstone
june birthstone,expansion,246000,HIGH,100,0.17,1.52,gemstone
dec birthstone,expansion,246000,HIGH,99,0.1,1.34,gemstone
june stone birthstone,expansion,246000,HIGH,100,0.17,1.52,gemstone
december stone birthstone,expansion,246000,HIGH,99,0.1,1.34,gemstone
october stone birthstone,expansion,246000,HIGH,96,0.08,1.35,gemstone
birthstone for the month of june,expansion,246000,HIGH,100,0.17,1.52,birthstone
moissanite,expansion,201000,HIGH,100,0.55,1.84,gemstone
august birthstone,expansion,201000,HIGH,100,0.08,1.36,gemstone
november birthstone,expansion,201000,HIGH,100,0.1,1.09,gemstone
march birthstone,expansion,201000,HIGH,99,0.12,1.56,gemstone
moissanites,expansion,201000,HIGH,100,0.55,1.84,gemstone
march stone birthstone,expansion,201000,HIGH,99,0.12,1.56,gemstone
august stone birthstone,expansion,201000,HIGH,100,0.08,1.36,gemstone
stone for november birthstone,expansion,201000,HIGH,100,0.1,1.09,birthstone
month of august birthstone,expansion,201000,HIGH,100,0.08,1.36,birthstone
september birthstone,expansion,165000,HIGH,98,0.09,1.16,gemstone
january birthstone,expansion,165000,HIGH,97,0.1,1.37,gemstone
amethyst jewellery,expansion,165000,MEDIUM,62,0.63,3.5,gemstone
garnet jewellery,expansion,165000,MEDIUM,54,0.72,3.57,gemstone
january stone birthstone,expansion,165000,HIGH,97,0.1,1.37,gemstone
sep birthstone,expansion,165000,HIGH,98,0.09,1.16,gemstone
jan birthstone,expansion,165000,HIGH,97,0.1,1.37,birthstone
birthstones by month january,expansion,165000,HIGH,97,0.1,1.37,birthstone
birthstone sept,expansion,165000,HIGH,98,0.09,1.16,birthstone
february birthstone,expansion,135000,HIGH,98,0.06,1.02,gemstone
may birthstone,expansion,135000,HIGH,99,0.11,1.49,gemstone
july birthstone,expansion,135000,HIGH,99,0.21,1.77,gemstone
emerald jewellery,expansion,135000,HIGH,68,0.92,4.84,gemstone
opal jewellery,expansion,135000,HIGH,95,0.6,2.84,gemstone
aquamarine jewellery,expansion,135000,MEDIUM,49,0.74,3.55,gemstone
peridot jewellery,expansion,135000,MEDIUM,34,0.61,3.24,gemstone
feb birthstone,expansion,135000,HIGH,98,0.06,1.02,gemstone
garnet birthstone,expansion,135000,LOW,20,0.15,1.55,gemstone
may stone birthstone,expansion,135000,HIGH,99,0.11,1.49,gemstone
july stone birthstone,expansion,135000,HIGH,99,0.21,1.77,gemstone
garnet stone birthstone,expansion,135000,LOW,20,0.15,1.55,gemstone
april birthstone,expansion,110000,HIGH,82,0.12,1.4,gemstone
ruby jewellery,expansion,110000,HIGH,77,0.77,4.25,gemstone
sapphire jewellery,expansion,110000,MEDIUM,59,0.75,3.58,gemstone
citrine jewellery,expansion,110000,HIGH,79,0.52,2.99,gemstone
birthstones of the month,expansion,110000,HIGH,100,0.06,0.59,gemstone
birthstones for the months,expansion,110000,HIGH,100,0.06,0.59,birthstone
gemstone by month of birth,expansion,110000,HIGH,100,0.06,0.59,birthstone
citrine jewelry,expansion,110000,HIGH,79,0.52,2.99,warm_stones
citrine jewel,expansion,110000,HIGH,79,0.52,2.99,warm_stones
lapis lazuli jewellery,expansion,74000,HIGH,100,0.46,2.03,gemstone
birthstone stone,expansion,74000,HIGH,72,0.06,0.71,birthstone
opal birthstone,expansion,60500,MEDIUM,50,0.18,1.95,gemstone
topaz jewellery,expansion,60500,MEDIUM,46,0.64,3.51,gemstone
emerald cut emerald engagement rings,expansion,60500,HIGH,100,1.2,4.56,gemstone
opal stone birthstone,expansion,60500,MEDIUM,50,0.18,1.95,gemstone
tanzanite jewellery,expansion,49500,HIGH,100,0.55,3.83,gemstone
aquamarine stone birthstone,expansion,49500,MEDIUM,63,0.16,2.19,gemstone
birthstones aquamarine,expansion,49500,MEDIUM,63,0.16,2.19,birthstone
emerald ring,expansion,40500,HIGH,100,0.93,3.55,gemstone
sapphire engagement rings,expansion,40500,HIGH,100,0.97,3.64,gemstone
sapphire ring,expansion,40500,HIGH,100,0.8,3.19,gemstone
birthstone rings,expansion,40500,HIGH,100,0.81,3.33,gemstone
moissanite jewelers,expansion,40500,HIGH,100,0.5,1.66,gemstone
birthstone pearl,expansion,40500,LOW,19,0.21,1.66,gemstone
birthstone ring,expansion,40500,HIGH,100,0.81,3.33,birthstone
birthstone ring jewelry,expansion,40500,HIGH,100,0.81,3.33,birthstone
birth gemstone rings,expansion,40500,HIGH,100,0.81,3.33,birthstone
birthstones in rings,expansion,40500,HIGH,100,0.81,3.33,birthstone
emerald engagement rings,expansion,33100,HIGH,100,1.3,4.77,gemstone
opal ring,expansion,33100,HIGH,100,0.48,1.95,gemstone
birthstone necklaces,expansion,33100,HIGH,100,1.16,5.59,gemstone
alexandrite stone,expansion,33100,HIGH,100,0.3,2.21,gemstone
peridot birthstone,expansion,33100,HIGH,91,0.17,1.51,gemstone
alexandrite gemstone,expansion,33100,HIGH,100,0.3,2.21,gemstone
blue sapphire jewellery,expansion,33100,HIGH,70,0.73,3.29,gemstone
peridot stone birthstone,expansion,33100,HIGH,91,0.17,1.51,gemstone
birthstone turquoise,expansion,33100,LOW,19,0.29,1.21,gemstone
birthstone necklace,expansion,33100,HIGH,100,1.16,5.59,birthstone
morganite,expansion,27100,HIGH,100,0.35,2.23,gemstone
peridot stone,expansion,27100,HIGH,100,0.29,1.91,gemstone
diamond birthstone,expansion,27100,LOW,28,0.12,1.22,gemstone
black onyx jewellery,expansion,27100,HIGH,98,0.42,1.75,gemstone
tigers eye jewellery,expansion,27100,HIGH,98,0.34,1.39,gemstone
birthstone of diamond,expansion,27100,LOW,28,0.12,1.22,birthstone
tiger eye jewelry,expansion,27100,HIGH,98,0.34,1.39,warm_stones
eye of tiger jewelry,expansion,27100,HIGH,98,0.34,1.39,warm_stones
amethyst ring,expansion,22200,HIGH,100,0.54,2.33,gemstone
alexandrite rings,expansion,22200,HIGH,100,0.62,2.22,gemstone
topaz stone,expansion,22200,HIGH,97,0.23,1.44,gemstone
blue gemstones,expansion,22200,HIGH,86,0.34,2.5,gemstone
topaz birthstone,expansion,22200,MEDIUM,67,0.17,1.19,gemstone
moonstone jewellery,expansion,22200,HIGH,100,0.52,2.43,gemstone
topaz gemstone,expansion,22200,HIGH,97,0.23,1.44,gemstone
emerald diamond cut,expansion,22200,HIGH,100,1.02,4.34,gemstone
carnelian jewellery,expansion,22200,HIGH,99,0.48,1.93,gemstone
emerald cuts,expansion,22200,HIGH,100,1.08,5.8,gemstone
birthstone ruby,expansion,22200,HIGH,79,0.16,1.94,gemstone
