keyword,scope,avg_monthly_searches,competition,competition_index,low_bid_usd,high_bid_usd,cluster
gem stone engagement ring,expansion,320,HIGH,100,0.91,3.11,gemstone
dual birthstone necklace,expansion,320,HIGH,100,1.45,6.42,gemstone
morganite necklace rose gold,expansion,320,HIGH,100,0.78,4.81,gemstone
peach sapphire ring,expansion,320,HIGH,100,0.61,2.31,gemstone
emerald stone necklace,expansion,320,HIGH,100,0.8,3.18,gemstone
natural opal necklace,expansion,320,HIGH,100,0.67,2.6,gemstone
family tree birthstone necklace,expansion,320,HIGH,100,0.78,3.42,gemstone
pink sapphire tennis necklace,expansion,320,HIGH,100,0.96,3.85,gemstone
peridot birthstone necklace,expansion,320,HIGH,99,0.99,4.88,gemstone
amethyst birthstone necklace,expansion,320,HIGH,100,0.73,4.25,gemstone
david yurman sapphire bracelet,expansion,320,HIGH,100,0.7,3.55,gemstone
natural sapphire necklace,expansion,320,HIGH,100,0.98,4.34,gemstone
morganite and diamond ring,expansion,320,HIGH,100,0.83,3.0,gemstone
emerald pendant necklace gold,expansion,320,HIGH,100,1.17,6.53,gemstone
purple stone necklace,expansion,320,HIGH,100,0.44,1.88,gemstone
rainbow sapphire tennis bracelet,expansion,320,HIGH,100,0.64,2.71,gemstone
peridot stone necklace,expansion,320,HIGH,100,0.63,2.77,gemstone
white sapphire bracelet,expansion,320,HIGH,100,0.61,2.33,gemstone
real emerald bracelet,expansion,320,HIGH,100,0.6,2.38,gemstone
sapphire and diamond ring yellow gold,expansion,320,HIGH,100,0.94,3.25,gemstone
natural blue sapphire ring,expansion,320,HIGH,100,0.88,2.96,gemstone
blue sapphire pendant necklace,expansion,320,HIGH,100,0.89,5.84,gemstone
amethyst heart ring,expansion,320,HIGH,100,0.46,1.99,gemstone
topaz birthstone necklace,expansion,320,HIGH,100,0.7,4.12,gemstone
square emerald ring,expansion,320,HIGH,100,0.82,2.92,gemstone
natural emerald jewelry,expansion,320,HIGH,100,0.84,4.03,gemstone
levian blue topaz ring,expansion,320,HIGH,100,0.35,1.64,gemstone
large sapphire ring,expansion,320,HIGH,100,0.56,2.58,gemstone
3 carat sapphire ring,expansion,320,HIGH,100,0.76,2.36,gemstone
yellow topaz engagement ring,expansion,320,HIGH,100,0.73,2.5,gemstone
white stone necklace,expansion,320,HIGH,100,0.35,1.72,gemstone
parti sapphire ring,expansion,320,HIGH,100,0.52,2.26,gemstone
amethyst hoop earrings,expansion,320,HIGH,100,0.44,2.0,gemstone
blue sapphire eternity ring,expansion,320,HIGH,100,0.9,4.07,gemstone
pink topaz necklace,expansion,320,HIGH,100,0.6,2.84,gemstone
effy sapphire ring,expansion,320,HIGH,100,0.17,0.93,gemstone
colombian emerald necklace,expansion,320,HIGH,100,0.68,3.96,gemstone
morganite diamond ring,expansion,320,HIGH,100,0.83,3.0,gemstone
pear shaped opal ring,expansion,320,HIGH,100,0.61,2.64,gemstone
purple stone engagement ring,expansion,320,HIGH,100,1.16,3.75,gemstone
rainbow gemstone ring,expansion,320,HIGH,100,0.47,2.07,gemstone
tanzanite necklace gold,expansion,320,HIGH,100,0.71,5.33,gemstone
aquamarine band ring,expansion,320,HIGH,100,0.52,1.94,gemstone
rainbow moonstone necklace,expansion,320,HIGH,100,0.43,1.43,gemstone
mystic topaz necklace,expansion,320,HIGH,100,0.34,1.33,gemstone
raw emerald ring,expansion,320,HIGH,100,0.42,1.47,gemstone
pear emerald ring,expansion,320,HIGH,100,1.34,6.0,gemstone
red stone earrings,expansion,320,HIGH,100,0.32,1.38,gemstone
green tourmaline necklace,expansion,320,HIGH,100,0.54,2.02,gemstone
rose gold garnet ring,expansion,320,HIGH,100,0.68,2.97,gemstone
amethyst cocktail ring,expansion,320,HIGH,100,0.52,3.17,gemstone
real aquamarine ring,expansion,320,HIGH,98,0.5,2.13,gemstone
real opal bracelet,expansion,320,HIGH,100,0.49,1.79,gemstone
pink gemstone earrings,expansion,320,HIGH,100,0.45,2.26,gemstone
blue lapis necklace,expansion,320,HIGH,100,0.35,1.55,gemstone
mystic topaz engagement ring,expansion,320,HIGH,100,0.53,3.1,gemstone
santa maria aquamarine ring,expansion,320,HIGH,100,0.49,1.92,gemstone
pink opal bracelet,expansion,320,HIGH,100,0.43,1.54,gemstone
emerald bracelet silver,expansion,320,HIGH,100,0.73,2.69,gemstone
sapphire diamond eternity ring,expansion,320,HIGH,99,1.01,4.05,gemstone
gemstone tennis necklace,expansion,320,HIGH,100,0.82,2.94,gemstone
aquamarine tennis necklace,expansion,320,HIGH,100,1.19,4.49,gemstone
black opal bracelet,expansion,320,HIGH,100,0.37,1.73,gemstone
onyx stone ring,expansion,320,HIGH,100,0.4,2.39,gemstone
pink amethyst ring,expansion,320,HIGH,100,0.44,2.28,gemstone
yellow stone necklace,expansion,320,HIGH,100,0.38,1.57,gemstone
pink quartz ring,expansion,320,HIGH,100,0.43,1.58,gemstone
colombian emerald engagement ring,expansion,320,HIGH,100,0.84,3.91,gemstone
garnet stacking ring,expansion,320,HIGH,100,0.49,1.94,gemstone
blue sapphire white gold ring,expansion,320,HIGH,100,0.58,3.06,gemstone
garnet and diamond engagement ring,expansion,320,HIGH,100,0.98,2.82,gemstone
natural stone earrings,expansion,320,HIGH,100,0.37,1.2,gemstone
june birthstone ring alexandrite,expansion,320,HIGH,100,0.45,2.21,gemstone
emerald and ruby necklace,expansion,320,HIGH,100,1.1,7.86,gemstone
opal and sapphire necklace,expansion,320,HIGH,100,0.73,3.63,gemstone
garnet stackable ring,expansion,320,HIGH,100,0.49,1.94,gemstone
oval opal ring,expansion,320,HIGH,100,0.53,2.78,gemstone
citrine eternity ring,expansion,320,HIGH,100,0.7,3.06,gemstone
black stone ring womens,expansion,320,HIGH,100,0.36,1.41,gemstone
peridot cross necklace,expansion,320,HIGH,100,0.45,1.62,gemstone
oval aquamarine ring,expansion,320,HIGH,100,0.68,4.56,gemstone
sapphire and diamond cluster ring,expansion,320,HIGH,100,0.3,4.31,gemstone
blue sapphire and diamond engagement ring,expansion,320,HIGH,100,0.88,3.83,gemstone
yellow stone jewelry,expansion,320,HIGH,100,0.37,1.75,gemstone
kunzite bracelet,expansion,320,HIGH,100,0.32,1.36,gemstone
antique amethyst ring,expansion,320,HIGH,100,0.32,1.31,gemstone
jet stone jewelry,expansion,320,HIGH,100,0.32,2.68,gemstone
amethyst stone bracelet,expansion,320,HIGH,100,0.46,2.75,gemstone
emerald cut pink sapphire ring,expansion,320,HIGH,100,0.67,2.43,gemstone
rose gold alexandrite ring,expansion,320,HIGH,100,0.94,3.0,gemstone
amethyst tennis necklace,expansion,320,HIGH,100,0.56,2.83,gemstone
gemstone eternity ring,expansion,320,HIGH,100,0.91,3.41,gemstone
emerald ring price,expansion,320,HIGH,100,0.73,2.62,gemstone
natural opal pendant,expansion,320,HIGH,100,0.67,2.6,gemstone
purple opal ring,expansion,320,HIGH,100,0.36,1.45,gemstone
emerald cut peridot ring,expansion,320,HIGH,100,0.52,2.53,gemstone
dinosaur bone jewelry,expansion,320,HIGH,100,0.52,1.62,gemstone
large amethyst ring,expansion,320,HIGH,100,0.36,1.66,gemstone
green agate ring,expansion,320,HIGH,100,0.43,1.97,gemstone
garnet signet ring,expansion,320,HIGH,100,0.41,1.52,gemstone
princess diana blue sapphire ring,expansion,320,HIGH,100,0.36,5.2,gemstone
white sapphire wedding ring sets,expansion,320,HIGH,100,0.48,1.74,gemstone
real citrine bracelet,expansion,320,HIGH,100,0.41,1.6,gemstone
iolite necklace,expansion,320,HIGH,99,0.38,1.6,gemstone
yellow sapphire and diamond ring,expansion,320,HIGH,100,0.64,3.34,gemstone
amazonite pendant,expansion,320,HIGH,100,0.35,1.36,gemstone
rectangle emerald ring,expansion,320,HIGH,100,0.74,3.32,gemstone
emerald and moissanite ring,expansion,320,HIGH,100,0.76,2.31,gemstone
bloodstone pendant,expansion,320,HIGH,100,0.33,1.25,gemstone
orange stone necklace,expansion,320,HIGH,100,0.47,2.29,gemstone
blue moonstone ring,expansion,320,HIGH,100,0.4,1.2,gemstone
blue fire opal ring,expansion,320,HIGH,100,0.31,1.26,gemstone
larimar engagement ring,expansion,320,HIGH,100,0.64,3.14,gemstone
ruby emerald necklace,expansion,320,HIGH,100,1.1,7.86,gemstone
agate stone ring,expansion,320,HIGH,100,0.41,1.9,gemstone
ethiopian opal bracelet,expansion,320,HIGH,100,0.34,1.59,gemstone
heart sapphire ring,expansion,320,HIGH,100,0.56,3.07,gemstone
ammolite pendant,expansion,320,HIGH,100,0.3,1.2,gemstone
gold ring with amethyst stone,expansion,320,HIGH,100,0.44,2.84,gemstone
black amethyst ring,expansion,320,HIGH,100,0.45,1.44,gemstone
cabochons for jewelry making,expansion,320,HIGH,100,0.35,1.46,gemstone
white sapphire gold ring,expansion,320,HIGH,100,0.53,2.07,gemstone
vintage garnet necklace,expansion,320,HIGH,100,0.2,1.15,gemstone
grey spinel ring,expansion,320,HIGH,100,0.47,1.99,gemstone
multicolor sapphire ring,expansion,320,HIGH,100,0.46,2.04,gemstone
alexandrite and sapphire ring,expansion,320,HIGH,100,0.63,2.48,gemstone
gemstone signet ring,expansion,320,HIGH,100,0.51,2.46,gemstone
aquamarine bead bracelet,expansion,320,HIGH,100,0.44,2.06,gemstone
14k gold peridot ring,expansion,320,HIGH,100,0.63,2.44,gemstone
lapis lazuli wedding ring,expansion,320,HIGH,100,0.69,2.36,gemstone
pink star sapphire ring,expansion,320,HIGH,100,0.27,1.48,gemstone
multicolor stone necklace,expansion,320,HIGH,100,0.34,1.45,gemstone
citrine and peridot ring,expansion,320,HIGH,100,0.56,2.47,gemstone
emerald cut citrine ring,expansion,320,HIGH,100,0.46,1.97,gemstone
aquamarine cluster ring,expansion,320,HIGH,100,0.0,0.0,gemstone
smoky quartz ring gold,expansion,320,HIGH,100,0.41,1.65,gemstone
brown topaz ring,expansion,320,HIGH,100,0.29,0.93,gemstone
tiger eye stone necklace,expansion,320,HIGH,100,0.31,0.95,gemstone
tourmaline wedding ring,expansion,320,HIGH,100,0.6,2.39,gemstone
cabochon sapphire ring,expansion,320,HIGH,100,0.47,2.58,gemstone
14k gold citrine ring,expansion,320,HIGH,100,0.53,2.25,gemstone
opal and topaz ring,expansion,320,HIGH,100,0.47,1.74,gemstone
tigers eye crystal necklace,expansion,320,HIGH,100,0.37,1.02,gemstone
yellow sapphire ring for women,expansion,320,HIGH,100,0.57,2.49,gemstone
marquise stone ring,expansion,320,HIGH,100,0.76,2.89,gemstone
gemstone choker necklace,expansion,320,HIGH,100,0.41,1.45,gemstone
carnelian stone necklace,expansion,320,HIGH,100,0.36,1.29,gemstone
black stone pendant,expansion,320,HIGH,89,0.33,1.05,gemstone
opal crystal necklace,expansion,320,HIGH,100,0.33,1.12,gemstone
black stone ring ladies,expansion,320,HIGH,100,0.36,1.41,gemstone
emerald ring cost,expansion,320,HIGH,100,0.73,2.62,gemstone
alexandrite and emerald ring,expansion,320,HIGH,100,0.79,2.57,gemstone
stone cross necklace,expansion,320,HIGH,100,0.33,1.3,gemstone
opal and moonstone ring,expansion,320,HIGH,100,0.51,1.55,gemstone
red gemstone ring,expansion,320,HIGH,100,0.6,3.57,gemstone
black sapphire and diamond ring,expansion,320,HIGH,100,1.0,2.43,gemstone
pearl and peridot ring,expansion,320,HIGH,100,0.47,1.87,gemstone
yellow sapphire diamond ring,expansion,320,HIGH,100,0.64,3.34,gemstone
sunstone pendant,expansion,320,HIGH,100,0.32,1.15,gemstone
tiger eye stone ring,expansion,320,HIGH,100,0.38,1.86,gemstone
musgravite ring,expansion,320,HIGH,100,0.63,1.81,gemstone
bracelet kunzite,expansion,320,HIGH,100,0.32,1.36,gemstone
amethyst and rose quartz bracelet,expansion,320,HIGH,100,0.37,1.56,gemstone
marquise gemstone ring,expansion,320,HIGH,100,0.76,2.89,gemstone
citrine and emerald ring,expansion,320,HIGH,100,0.61,2.87,gemstone
garnet flower ring,expansion,320,HIGH,100,0.45,1.29,gemstone
big sapphire ring,expansion,320,HIGH,100,0.56,2.58,gemstone
crystal opal ring,expansion,320,HIGH,100,0.37,1.08,gemstone
boulder opal jewellery,expansion,320,HIGH,100,0.34,1.67,gemstone
big stone necklace,expansion,320,HIGH,100,0.34,1.09,gemstone
large stone necklace,expansion,320,HIGH,100,0.34,1.09,gemstone
rhodonite earrings,expansion,320,HIGH,94,0.22,1.49,gemstone
gray spinel ring,expansion,320,HIGH,100,0.47,1.99,gemstone
silver gemstone earrings,expansion,320,HIGH,100,0.37,1.37,gemstone
alexandrite and opal ring,expansion,320,HIGH,100,0.75,2.38,gemstone
marble jewelry,expansion,320,HIGH,99,0.32,1.27,gemstone
amethyst cluster ring,expansion,320,HIGH,100,0.0,0.0,gemstone
amazonite crystal bracelet,expansion,320,HIGH,100,0.23,1.01,gemstone
white agate bracelet,expansion,320,HIGH,100,0.21,1.81,gemstone
garnet cabochon ring,expansion,320,HIGH,100,0.35,2.82,gemstone
gold stone jewelry,expansion,320,HIGH,97,0.56,3.26,gemstone
blue chalcedony bracelet,expansion,320,HIGH,100,0.27,0.91,gemstone
james avery blue topaz ring,expansion,320,HIGH,92,0.05,1.16,gemstone
real crystals jewelry,expansion,320,HIGH,99,0.49,1.41,gemstone
women yellow sapphire ring,expansion,320,HIGH,100,0.57,2.49,gemstone
blue aventurine bracelet,expansion,320,HIGH,100,0.31,1.14,gemstone
seraphinite ring,expansion,320,HIGH,95,0.29,0.87,gemstone
ruby earrings natural,expansion,320,HIGH,100,0.82,4.04,gemstone
star garnet ring,expansion,320,HIGH,100,0.3,1.5,gemstone
star sapphire ring gold,expansion,320,HIGH,100,0.44,1.64,gemstone
nephrite jade pendant,expansion,320,HIGH,100,0.41,1.0,gemstone
earrings with natural stones,expansion,320,HIGH,100,0.37,1.2,gemstone
earrings natural stone,expansion,320,HIGH,100,0.37,1.2,gemstone
fossil coral jewelry,expansion,320,MEDIUM,44,0.0,0.0,gemstone
fossil coral necklace,expansion,320,MEDIUM,45,0.0,0.0,gemstone
fossil coral pendant,expansion,320,MEDIUM,45,0.0,0.0,gemstone
opal necklace natural,expansion,320,HIGH,100,0.67,2.6,gemstone
sapphire necklace natural,expansion,320,HIGH,100,0.98,4.34,gemstone
birthstone anklet,expansion,320,HIGH,100,0.6,2.05,birthstone
3 birthstone bracelet,expansion,320,HIGH,100,1.5,6.66,birthstone
jared birthstone necklace,expansion,320,HIGH,100,0.41,2.44,birthstone
july birthstone earrings,expansion,320,HIGH,100,0.47,2.29,birthstone
5 birthstone necklace,expansion,320,HIGH,100,1.19,6.11,birthstone
infinity birthstone necklace,expansion,320,HIGH,100,0.97,3.71,birthstone
mothers ring 8 stones,expansion,320,HIGH,100,0.39,2.34,birthstone
january birthstone bracelet,expansion,320,HIGH,100,0.55,2.52,birthstone
february birthstone bracelet,expansion,320,HIGH,100,0.83,3.61,birthstone
july birthstone bracelet,expansion,320,HIGH,100,0.7,3.0,birthstone
diamond birthstone necklace,expansion,320,HIGH,99,0.97,5.2,birthstone
birthstone claddagh ring,expansion,320,HIGH,100,0.59,3.53,birthstone
family birthstone necklace for mom,expansion,320,HIGH,100,1.17,3.7,birthstone
rose gold birthstone ring,expansion,320,HIGH,100,0.76,3.38,birthstone
pearl birthstone necklace,expansion,320,HIGH,100,0.97,4.1,birthstone
blue topaz earrings gold,expansion,320,HIGH,100,0.58,3.29,birthstone
topaz birthstone ring,expansion,320,HIGH,100,0.43,2.26,birthstone
infinity birthstone ring,expansion,320,HIGH,100,0.86,3.33,birthstone
personalized birthstone necklace for grandma,expansion,320,HIGH,100,0.59,2.91,birthstone
5 stone birthstone necklace,expansion,320,HIGH,100,1.19,6.11,birthstone
heart birthstone ring,expansion,320,HIGH,100,0.76,2.59,birthstone
birthstone name ring,expansion,320,HIGH,100,0.66,2.5,birthstone
blue topaz bracelet gold,expansion,320,HIGH,100,0.76,2.76,birthstone
jewlr birthstone ring,expansion,320,HIGH,67,1.05,4.23,birthstone
birthstone necklace 5 stones,expansion,320,HIGH,100,1.19,6.11,birthstone
birthstone jewelry for mom personalized,expansion,320,HIGH,85,1.98,11.74,birthstone
blue topaz gold bracelet,expansion,320,HIGH,100,0.76,2.76,birthstone
necklace with 5 birthstones,expansion,320,HIGH,100,1.19,6.11,birthstone
mother's family birthstone necklace,expansion,320,HIGH,100,1.17,3.7,birthstone
topaz necklace birthstone,expansion,320,HIGH,100,0.7,4.12,birthstone
topaz birthstone bracelet,expansion,320,HIGH,100,0.7,4.12,birthstone
june birthstone jewelry alexandrite,expansion,320,HIGH,100,0.45,2.21,birthstone
single birthstone necklace,expansion,320,HIGH,100,0.66,3.3,birthstone
birthstone and diamond necklace,expansion,320,HIGH,99,0.97,5.2,birthstone
elisa birthstone pendant necklace,expansion,320,HIGH,84,0.0,0.0,birthstone
birthstone necklace peridot,expansion,320,HIGH,99,0.99,4.88,birthstone
blue topaz and gold earrings,expansion,320,HIGH,100,0.58,3.29,birthstone
mejuri birthstone necklace,expansion,320,HIGH,94,0.21,2.69,birthstone
family tree pendant with birthstones,expansion,320,HIGH,100,0.78,3.42,birthstone
birthstone ring for girlfriend,expansion,320,HIGH,99,0.32,1.45,birthstone
birthstone pinky ring,expansion,320,HIGH,100,0.53,2.12,birthstone
birthstone necklace amethyst,expansion,320,HIGH,100,0.73,4.25,birthstone
birthstone topaz necklace,expansion,320,HIGH,100,0.7,4.12,birthstone
heart ring with birthstones,expansion,320,HIGH,100,0.76,2.59,birthstone
diamond and birthstone necklace,expansion,320,HIGH,99,0.97,5.2,birthstone
family birthstone tree necklace,expansion,320,HIGH,100,0.78,3.42,birthstone
rose gold ring with birthstones,expansion,320,HIGH,100,0.76,3.38,birthstone
kendra scott elisa birthstone necklace,expansion,320,LOW,25,1.07,3.87,birthstone
birthstone peridot necklace,expansion,320,HIGH,99,0.99,4.88,birthstone
birthstone amethyst necklace,expansion,320,HIGH,100,0.73,4.25,birthstone
birthstone necklace topaz,expansion,320,HIGH,100,0.7,4.12,birthstone
birthstone stacking ring sterling silver,expansion,320,HIGH,100,0.46,1.41,birthstone
birthstone topaz ring,expansion,320,HIGH,100,0.43,2.26,birthstone
blue topaz ring james avery,expansion,320,HIGH,92,0.05,1.16,birthstone
june alexandrite birthstone ring,expansion,320,HIGH,100,0.45,2.21,birthstone
name ring birthstone,expansion,320,HIGH,100,0.66,2.5,birthstone
david yurman citrine bracelet,expansion,320,HIGH,100,0.6,4.24,warm_stones
citrine ring 14k gold,expansion,320,HIGH,100,0.53,2.25,warm_stones
van cleef tiger eye bracelet,expansion,320,HIGH,100,0.87,6.89,warm_stones
ruby and citrine ring,expansion,320,HIGH,100,0.55,1.94,warm_stones
david yurman bracelet citrine,expansion,320,HIGH,100,0.6,4.24,warm_stones
zales citrine ring,expansion,320,HIGH,100,0.02,0.7,warm_stones
emerald and citrine ring,expansion,320,HIGH,100,0.61,2.87,warm_stones
van cleef carnelian bracelet,expansion,320,HIGH,100,0.44,2.29,warm_stones
citrine earrings silver,expansion,320,HIGH,100,0.43,2.0,warm_stones
carnelian stud earrings,expansion,320,HIGH,74,0.45,1.51,warm_stones
genuine citrine bracelet,expansion,320,HIGH,100,0.41,1.6,warm_stones
yellow citrine jewelry,expansion,320,HIGH,90,0.21,1.31,warm_stones
tigers eye pendant necklace,expansion,320,HIGH,100,0.38,1.2,warm_stones
madeira citrine jewelry,expansion,320,HIGH,100,0.12,1.9,warm_stones
van cleef tigers eye bracelet,expansion,320,HIGH,100,0.87,6.89,warm_stones
art deco citrine ring,expansion,320,HIGH,100,0.41,1.73,warm_stones
citrine silver earrings,expansion,320,HIGH,100,0.43,2.0,warm_stones
blue tigers eye pendant,expansion,320,MEDIUM,65,0.36,1.54,warm_stones
tiger eye gold pendant,expansion,320,HIGH,99,0.39,1.65,warm_stones
citrine sunflower ring,expansion,320,HIGH,85,0.0,0.0,warm_stones
emerald citrine ring,expansion,320,HIGH,100,0.61,2.87,warm_stones
citrine and silver earrings,expansion,320,HIGH,100,0.43,2.0,warm_stones
citrine and pyrite bracelet,expansion,320,HIGH,100,0.3,1.1,warm_stones
