keyword,scope,avg_monthly_searches,competition,competition_index,low_bid_usd,high_bid_usd,cluster
topaz stone jewellery,expansion,260,HIGH,98,0.61,2.99,birthstone
cross necklace with blue topaz,expansion,260,HIGH,100,0.47,2.49,birthstone
march birthstone kendra scott necklace,expansion,260,HIGH,100,0.58,1.99,birthstone
single stone birthstone necklace,expansion,260,HIGH,100,0.0,0.0,birthstone
womens birthstone earrings,expansion,260,HIGH,100,0.5,2.91,birthstone
david yurman tiger eye bracelet,expansion,260,HIGH,100,1.26,6.4,warm_stones
red bracelet with eye,expansion,260,HIGH,100,0.49,1.36,warm_stones
citrine gold bracelet,expansion,260,HIGH,100,0.56,1.9,warm_stones
citrine bracelet gold,expansion,260,HIGH,100,0.56,1.9,warm_stones
sapphire and citrine ring,expansion,260,HIGH,100,0.7,2.71,warm_stones
citrine earrings drop,expansion,260,HIGH,100,0.59,2.38,warm_stones
men's citrine jewelry,expansion,260,HIGH,100,0.5,2.02,warm_stones
citrine and aquamarine ring,expansion,260,HIGH,100,0.52,2.86,warm_stones
citrine dangle earrings,expansion,260,HIGH,100,0.37,1.18,warm_stones
gold tiger ring,expansion,260,HIGH,100,0.26,1.97,warm_stones
david yurman tiger eye ring,expansion,260,MEDIUM,65,1.39,4.33,warm_stones
mens citrine necklace,expansion,260,HIGH,100,0.52,1.74,warm_stones
gold carnelian ring,expansion,260,HIGH,100,0.32,1.48,warm_stones
citrine and gold bracelet,expansion,260,HIGH,100,0.56,1.9,warm_stones
tigers eye wedding ring,expansion,260,HIGH,100,0.66,1.73,warm_stones
tiger eye necklace gold,expansion,260,HIGH,100,0.54,1.9,warm_stones
citrine and white gold ring,expansion,260,HIGH,100,0.64,2.61,warm_stones
tigers eye gold necklace,expansion,260,HIGH,100,0.54,1.9,warm_stones
citrine teardrop earrings,expansion,260,HIGH,100,0.0,0.0,warm_stones
kendra scott citrine necklace,expansion,260,HIGH,100,0.49,2.19,warm_stones
antique citrine necklace,expansion,260,HIGH,98,0.0,0.0,warm_stones
citrine sapphire ring,expansion,260,HIGH,100,0.7,2.71,warm_stones
tigers eye silver ring,expansion,260,HIGH,100,0.34,1.01,warm_stones
carnelian ring gold,expansion,260,HIGH,100,0.32,1.48,warm_stones
citrine jewelry men,expansion,260,HIGH,100,0.5,2.02,warm_stones
tiger eye stone earrings,expansion,260,HIGH,77,0.24,0.83,warm_stones
gold tiger eye necklace,expansion,260,HIGH,100,0.54,1.9,warm_stones
citrine chip necklace,expansion,260,HIGH,81,0.0,0.0,warm_stones
citrine earrings dangle,expansion,260,HIGH,100,0.37,1.18,warm_stones
david yurman bracelet tiger eye,expansion,260,HIGH,100,1.26,6.4,warm_stones
gold ring tiger,expansion,260,HIGH,100,0.26,1.97,warm_stones
james avery citrine ring,expansion,260,MEDIUM,53,0.0,0.0,warm_stones
men's vintage tiger eye ring,expansion,260,MEDIUM,53,0.0,0.0,warm_stones
red bracelet eye,expansion,260,HIGH,100,0.49,1.36,warm_stones
sapphire citrine ring,expansion,260,HIGH,100,0.7,2.71,warm_stones
mens amber bracelet,amber_core,210,HIGH,100,0.3,2.09,amber_general
amber ring gold,amber_core,210,HIGH,100,0.3,1.96,amber_general
amber earrings silver,amber_core,210,HIGH,100,0.31,1.39,amber_general
mens amber necklace,amber_core,210,HIGH,100,0.33,1.38,amber_general
amber gold ring,amber_core,210,HIGH,100,0.3,1.96,amber_general
vintage amber necklace,amber_core,210,HIGH,99,0.03,0.47,amber_general
silver amber earrings,amber_core,210,HIGH,100,0.31,1.39,amber_general
lithuanian amber,amber_core,210,HIGH,84,0.24,0.85,amber_general
lithuanian amber jewelry,amber_core,210,HIGH,100,0.22,0.59,amber_general
silver and amber earrings,amber_core,210,HIGH,100,0.31,1.39,amber_general
vintage amber jewelry,amber_core,210,HIGH,96,0.08,0.69,amber_general
yellow amber necklace,amber_core,210,HIGH,100,0.04,0.65,amber_general
amber and gold ring,amber_core,210,HIGH,100,0.3,1.96,amber_general
green amber pendant,amber_core,210,MEDIUM,58,0.0,0.0,amber_general
long amber necklace,amber_core,210,HIGH,84,0.28,0.95,amber_general
sterling silver amber necklace,amber_core,210,HIGH,98,0.31,0.62,amber_general
amber silver pendant,amber_core,210,HIGH,90,0.0,0.0,amber_general
african amber necklace,amber_core,210,MEDIUM,53,0.0,0.0,amber_general
amber and gold bracelet,amber_core,210,HIGH,70,0.35,0.96,amber_general
amber and silver pendant,amber_core,210,HIGH,90,0.0,0.0,amber_general
amber and sterling silver necklace,amber_core,210,HIGH,98,0.31,0.62,amber_general
amber and sterling silver pendant,amber_core,210,HIGH,73,0.53,1.03,amber_general
amber bakelite necklace,amber_core,210,HIGH,76,0.0,0.0,amber_general
amber colored gemstones,amber_core,210,HIGH,99,0.34,0.99,amber_general
amber pendant sterling silver,amber_core,210,HIGH,73,0.53,1.03,amber_general
amber rings in gold,amber_core,210,HIGH,100,0.3,1.96,amber_general
amber sterling silver pendant,amber_core,210,HIGH,73,0.53,1.03,amber_general
amber vintage necklace,amber_core,210,HIGH,99,0.03,0.47,amber_general
cherry amber jewellery,amber_core,210,HIGH,69,0.0,0.0,amber_general
gold amber bracelet,amber_core,210,HIGH,70,0.35,0.96,amber_general
gold and amber bracelet,amber_core,210,HIGH,70,0.35,0.96,amber_general
rough amber necklace,amber_core,210,MEDIUM,62,0.0,0.0,amber_general
sterling silver amber jewellery,amber_core,210,MEDIUM,61,0.0,0.0,amber_general
sterling silver amber pendant,amber_core,210,HIGH,73,0.53,1.03,amber_general
sterling silver and amber necklace,amber_core,210,HIGH,98,0.31,0.62,amber_general
white amber bracelet,amber_core,210,MEDIUM,63,0.0,0.0,amber_general
amber stretch bracelet,amber_core,210,HIGH,90,0.35,1.09,amber_types
amber spider brooch,amber_core,210,MEDIUM,62,0.0,0.0,amber_types
baltic amber bangle,amber_core,210,MEDIUM,65,0.0,0.0,amber_types
green amber beads,amber_core,210,MEDIUM,63,0.09,0.59,amber_types
blue amber stone,amber_core,210,HIGH,92,0.22,0.89,amber_colors
baltic cognac amber,amber_core,210,MEDIUM,66,0.0,0.0,amber_colors
blue amber gemstone,amber_core,210,HIGH,92,0.22,0.89,amber_colors
sterling silver amber jewelry,amber_core,210,MEDIUM,61,0.0,0.0,silver_amber
aquamarine engagement ring set,expansion,210,HIGH,100,0.87,3.53,gemstone
sapphire infinity ring,expansion,210,HIGH,100,0.68,2.69,gemstone
blue topaz drop earrings,expansion,210,HIGH,100,0.63,2.64,gemstone
lab created emerald necklace,expansion,210,HIGH,72,0.96,3.76,gemstone
healing necklace,expansion,210,HIGH,100,0.39,1.19,gemstone
black sapphire necklace,expansion,210,HIGH,100,0.66,2.85,gemstone
blue topaz pendant necklace,expansion,210,HIGH,100,0.72,4.33,gemstone
yellow sapphire bracelet,expansion,210,HIGH,100,0.62,2.24,gemstone
sapphire anklet,expansion,210,HIGH,100,0.44,1.73,gemstone
white topaz necklace,expansion,210,HIGH,100,0.46,1.94,gemstone
peridot promise ring,expansion,210,HIGH,100,0.92,3.27,gemstone
effy aquamarine ring,expansion,210,HIGH,100,0.31,1.18,gemstone
citrine birthstone necklace,expansion,210,HIGH,100,0.81,3.75,gemstone
blue sapphire drop earrings,expansion,210,HIGH,100,0.78,3.36,gemstone
aquamarine hoop earrings,expansion,210,HIGH,100,0.65,2.86,gemstone
genuine opal jewelry,expansion,210,HIGH,100,0.47,2.06,gemstone
parti sapphire engagement ring,expansion,210,HIGH,99,0.73,2.87,gemstone
november birthstone engagement ring,expansion,210,HIGH,100,0.75,2.36,gemstone
effy london blue topaz ring,expansion,210,HIGH,99,0.45,2.06,gemstone
tanzanite drop earrings,expansion,210,HIGH,100,0.58,2.47,gemstone
blue tanzanite ring,expansion,210,HIGH,100,0.7,4.59,gemstone
yellow stone earrings,expansion,210,HIGH,100,0.36,1.31,gemstone
square sapphire ring,expansion,210,HIGH,100,0.53,1.59,gemstone
dainty emerald necklace,expansion,210,HIGH,100,0.7,2.59,gemstone
small emerald ring,expansion,210,HIGH,100,0.6,1.76,gemstone
citrine pendant gold,expansion,210,HIGH,100,0.69,2.67,gemstone
citrine cocktail ring,expansion,210,HIGH,100,0.52,2.19,gemstone
alexandrite stackable ring,expansion,210,HIGH,100,0.72,2.89,gemstone
peridot pendant gold,expansion,210,HIGH,100,0.78,2.54,gemstone
white gold amethyst necklace,expansion,210,HIGH,100,0.75,4.19,gemstone
rose gold moonstone ring,expansion,210,HIGH,100,0.58,2.12,gemstone
purple stone earrings,expansion,210,HIGH,100,0.35,1.53,gemstone
aquamarine stone bracelet,expansion,210,HIGH,99,0.67,2.55,gemstone
amethyst heart pendant,expansion,210,HIGH,100,0.55,2.16,gemstone
morganite tennis bracelet,expansion,210,HIGH,100,0.72,3.2,gemstone
amethyst butterfly necklace,expansion,210,HIGH,100,0.51,2.25,gemstone
heart shaped emerald ring,expansion,210,HIGH,100,0.49,3.91,gemstone
pink stone bracelet,expansion,210,HIGH,100,0.41,2.57,gemstone
small sapphire ring,expansion,210,HIGH,100,0.52,1.68,gemstone
emerald cut pendant,expansion,210,HIGH,100,1.1,3.94,gemstone
dainty sapphire ring,expansion,210,HIGH,100,0.48,1.79,gemstone
natural emerald stud earrings,expansion,210,HIGH,100,1.57,6.09,gemstone
tanzanite cross necklace,expansion,210,HIGH,100,0.56,1.8,gemstone
teardrop sapphire ring,expansion,210,HIGH,100,0.96,4.64,gemstone
citrine band ring,expansion,210,HIGH,100,0.4,2.02,gemstone
cushion cut aquamarine ring,expansion,210,HIGH,100,0.68,2.73,gemstone
real alexandrite necklace,expansion,210,HIGH,100,0.67,2.61,gemstone
genuine ruby bracelet,expansion,210,HIGH,100,0.54,2.45,gemstone
black emerald ring,expansion,210,HIGH,100,0.92,4.83,gemstone
dark blue sapphire ring,expansion,210,HIGH,100,0.55,1.88,gemstone
alex and ani birthstone bracelet,expansion,210,HIGH,100,0.45,3.21,gemstone
emerald cut blue sapphire ring,expansion,210,HIGH,100,0.89,3.74,gemstone
pink tourmaline and diamond ring,expansion,210,HIGH,100,0.94,4.85,gemstone
3 stone sapphire and diamond ring,expansion,210,HIGH,100,0.76,3.53,gemstone
rose gold peridot ring,expansion,210,HIGH,100,0.75,2.66,gemstone
crystal stone necklace,expansion,210,HIGH,100,0.4,1.3,gemstone
red garnet bracelet,expansion,210,HIGH,100,0.44,2.28,gemstone
emerald cut white sapphire ring,expansion,210,HIGH,100,0.51,1.96,gemstone
stone stud earrings,expansion,210,HIGH,100,0.35,1.49,gemstone
emerald cut aquamarine engagement ring,expansion,210,HIGH,100,0.92,3.29,gemstone
dainty opal ring,expansion,210,HIGH,100,0.41,1.44,gemstone
carnelian crystal bracelet,expansion,210,HIGH,100,0.49,1.69,gemstone
stone hoop earrings,expansion,210,HIGH,100,0.44,1.47,gemstone
natural alexandrite necklace,expansion,210,HIGH,100,0.74,3.51,gemstone
green malachite bracelet,expansion,210,HIGH,100,0.36,0.9,gemstone
oval sapphire and diamond ring,expansion,210,HIGH,100,0.77,3.31,gemstone
black stone ring for men,expansion,210,HIGH,99,0.39,1.69,gemstone
rainbow moonstone bracelet,expansion,210,HIGH,100,0.39,1.21,gemstone
citrine stone necklace,expansion,210,HIGH,100,0.58,2.22,gemstone
tsavorite engagement ring,expansion,210,HIGH,100,1.16,4.03,gemstone
black onyx hoop earrings,expansion,210,HIGH,99,0.24,1.17,gemstone
kay jewelers garnet ring,expansion,210,HIGH,100,0.25,0.9,gemstone
orange topaz ring,expansion,210,HIGH,100,0.39,1.98,gemstone
real garnet ring,expansion,210,HIGH,100,0.49,1.66,gemstone
semi precious stone earrings,expansion,210,HIGH,100,0.39,1.75,gemstone
3 stone earrings,expansion,210,HIGH,100,0.46,1.85,gemstone
black agate bracelet,expansion,210,HIGH,100,0.22,0.7,gemstone
emerald ring with diamond halo,expansion,210,HIGH,100,2.01,5.45,gemstone
blue sapphire diamond necklace,expansion,210,HIGH,100,1.32,5.94,gemstone
white stone bracelet,expansion,210,HIGH,100,0.45,1.96,gemstone
gemstone anklet,expansion,210,HIGH,100,0.4,1.47,gemstone
black gem necklace,expansion,210,HIGH,100,0.4,2.08,gemstone
topaz stone ring,expansion,210,HIGH,100,0.36,1.61,gemstone
marquise cut sapphire ring,expansion,210,HIGH,100,0.9,3.13,gemstone
raw amethyst ring,expansion,210,HIGH,100,0.53,2.29,gemstone
genuine gemstone jewelry,expansion,210,HIGH,100,0.67,1.94,gemstone
tanzanite stone ring,expansion,210,HIGH,100,0.58,3.31,gemstone
multi gemstone earrings,expansion,210,HIGH,100,0.54,3.07,gemstone
large peridot ring,expansion,210,HIGH,100,0.35,0.85,gemstone
black gemstone necklace,expansion,210,HIGH,100,0.4,2.08,gemstone
radiant cut emerald ring,expansion,210,HIGH,100,1.34,5.49,gemstone
kunzite necklace,expansion,210,HIGH,100,0.38,1.48,gemstone
spessartite garnet ring,expansion,210,HIGH,100,0.37,2.62,gemstone
3 stone pendant,expansion,210,HIGH,100,0.63,2.61,gemstone
channel set emerald ring,expansion,210,HIGH,100,1.18,4.43,gemstone
stone choker necklace,expansion,210,HIGH,100,0.29,1.19,gemstone
kate middleton sapphire ring,expansion,210,HIGH,100,0.0,0.0,gemstone
mens fire opal ring,expansion,210,HIGH,100,0.46,1.47,gemstone
natural opal bracelet,expansion,210,HIGH,100,0.65,2.01,gemstone
rainbow moonstone pendant,expansion,210,HIGH,100,0.42,1.22,gemstone
peridot band ring,expansion,210,HIGH,100,0.43,2.41,gemstone
protection crystal bracelet,expansion,210,HIGH,100,0.52,1.55,gemstone
citrine solitaire ring,expansion,210,HIGH,100,0.46,1.9,gemstone
star sapphire pendant,expansion,210,HIGH,100,0.56,2.35,gemstone
blue agate bracelet,expansion,210,HIGH,100,0.27,1.72,gemstone
oval stone ring,expansion,210,HIGH,100,0.74,4.11,gemstone
real citrine ring,expansion,210,HIGH,100,0.45,1.73,gemstone
alexandrite band ring,expansion,210,HIGH,100,0.72,2.04,gemstone
pink opal engagement ring,expansion,210,HIGH,100,0.66,2.48,gemstone
chakra stone necklace,expansion,210,HIGH,100,0.46,1.01,gemstone
blue gemstone bracelet,expansion,210,HIGH,100,0.78,2.79,gemstone
real tiger eye bracelet,expansion,210,HIGH,100,0.45,1.5,gemstone
chrysoprase bracelet,expansion,210,HIGH,100,0.35,1.31,gemstone
heart stone ring,expansion,210,HIGH,100,0.77,2.46,gemstone
large moonstone pendant,expansion,210,HIGH,100,0.37,1.31,gemstone
moss agate ring silver,expansion,210,HIGH,100,0.69,3.05,gemstone
emerald green jewellery set,expansion,210,HIGH,100,0.34,1.18,gemstone
amethyst pendant silver,expansion,210,HIGH,100,0.41,1.5,gemstone
14k gold blue topaz ring,expansion,210,HIGH,100,0.73,3.0,gemstone
oval amethyst ring,expansion,210,HIGH,100,0.68,3.59,gemstone
sapphire ring price,expansion,210,HIGH,100,0.6,2.09,gemstone
sterling silver blue sapphire ring,expansion,210,HIGH,100,0.3,1.45,gemstone
milky aquamarine ring,expansion,210,HIGH,100,0.42,1.86,gemstone
morganite stone ring,expansion,210,HIGH,100,0.44,2.4,gemstone
blue sapphire silver ring,expansion,210,HIGH,100,0.4,1.76,gemstone
black opal and diamond ring,expansion,210,HIGH,100,0.89,3.59,gemstone
black moonstone ring,expansion,210,HIGH,100,0.38,1.4,gemstone
blue agate necklace,expansion,210,HIGH,100,0.35,1.6,gemstone
green agate necklace,expansion,210,HIGH,100,0.35,1.74,gemstone
tanzanite silver ring,expansion,210,HIGH,97,0.49,3.07,gemstone
silver ring with pink stone,expansion,210,HIGH,100,0.38,1.99,gemstone
spinel bracelet,expansion,210,HIGH,100,0.32,1.87,gemstone
brown stone earrings,expansion,210,HIGH,100,0.33,1.4,gemstone
raw citrine necklace,expansion,210,HIGH,100,0.28,1.32,gemstone
emerald cut opal ring,expansion,210,HIGH,100,0.82,2.38,gemstone
aquamarine signet ring,expansion,210,HIGH,100,0.46,2.5,gemstone
silver ring with turquoise stone,expansion,210,HIGH,100,0.3,0.92,gemstone
emerald cut alexandrite ring,expansion,210,HIGH,100,0.93,3.38,gemstone
genuine alexandrite necklace,expansion,210,HIGH,100,0.67,2.61,gemstone
vintage amethyst necklace,expansion,210,HIGH,100,0.38,1.26,gemstone
zultanite earrings,expansion,210,HIGH,100,0.19,1.03,gemstone
clear quartz crystal bracelet,expansion,210,HIGH,100,0.33,1.01,gemstone
cabochon ruby ring,expansion,210,HIGH,100,0.29,1.27,gemstone
gold gemstone earrings,expansion,210,HIGH,100,0.62,2.12,gemstone
natural citrine bracelet,expansion,210,HIGH,100,0.46,1.43,gemstone
red coral pendant,expansion,210,HIGH,100,0.39,1.22,gemstone
black agate necklace,expansion,210,HIGH,100,0.43,1.66,gemstone
tigers eye engagement ring,expansion,210,HIGH,100,0.95,3.04,gemstone
cats eye stone ring,expansion,210,HIGH,99,0.25,2.2,gemstone
gemstone earrings gold,expansion,210,HIGH,100,0.62,2.12,gemstone
seraphinite bracelet,expansion,210,HIGH,100,0.19,1.1,gemstone
blue apatite necklace,expansion,210,HIGH,100,0.33,1.31,gemstone
green tiger eye bracelet,expansion,210,HIGH,99,0.26,1.58,gemstone
purple spinel ring,expansion,210,HIGH,100,0.56,4.01,gemstone
real black onyx ring,expansion,210,HIGH,100,0.35,1.71,gemstone
crystal quartz bracelet,expansion,210,HIGH,100,0.41,1.0,gemstone
siberian amethyst ring,expansion,210,HIGH,100,0.41,1.7,gemstone
blue lace agate pendant,expansion,210,HIGH,100,0.2,0.77,gemstone
natural emerald ring gold,expansion,210,HIGH,100,1.13,3.41,gemstone
brown gemstone ring,expansion,210,HIGH,100,0.37,1.93,gemstone
red carnelian bracelet,expansion,210,HIGH,100,0.47,1.31,gemstone
coral stone ring,expansion,210,HIGH,99,0.17,0.96,gemstone
sapphire ring cost,expansion,210,HIGH,100,0.6,2.09,gemstone
sodalite pendant,expansion,210,HIGH,100,0.16,0.85,gemstone
prehnite necklace,expansion,210,HIGH,100,0.3,1.21,gemstone
chunky stone necklace,expansion,210,HIGH,100,0.33,1.14,gemstone
mens opal ring gold,expansion,210,HIGH,100,0.51,1.59,gemstone
natural jade jewelry,expansion,210,HIGH,100,0.43,1.54,gemstone
ruby zoisite bracelet,expansion,210,HIGH,100,0.27,0.74,gemstone
fire agate bracelet,expansion,210,HIGH,100,0.25,1.02,gemstone
blue tigers eye ring,expansion,210,HIGH,100,0.39,0.85,gemstone
black opal diamond ring,expansion,210,HIGH,100,0.89,3.59,gemstone
art deco garnet ring,expansion,210,HIGH,100,0.4,1.67,gemstone
jasper stone ring,expansion,210,HIGH,100,0.28,1.51,gemstone
rhodonite pendant,expansion,210,HIGH,100,0.4,1.58,gemstone
coral gemstone ring,expansion,210,HIGH,99,0.17,0.96,gemstone
women morganite ring,expansion,210,HIGH,100,0.41,2.47,gemstone
crystal quartz ring,expansion,210,HIGH,100,0.35,1.87,gemstone
jade cabochon ring,expansion,210,HIGH,100,0.24,1.32,gemstone
serendibite ring,expansion,210,MEDIUM,57,0.0,0.0,gemstone
red coral gemstone ring,expansion,210,HIGH,99,0.17,0.96,gemstone
raw citrine jewelry,expansion,210,HIGH,100,0.28,1.32,gemstone
green stone ring men,expansion,210,HIGH,100,0.62,1.83,gemstone
gemstone bead jewelry,expansion,210,HIGH,100,0.55,2.43,gemstone
grape agate jewelry,expansion,210,HIGH,100,0.21,1.1,gemstone
chakra chip bracelet,expansion,210,HIGH,81,0.0,0.0,gemstone
druzy agate jewelry,expansion,210,HIGH,92,0.0,0.0,gemstone
gemstone beads for jewelry,expansion,210,HIGH,100,0.55,2.43,gemstone
gemstone jewelry beads,expansion,210,HIGH,100,0.55,2.43,gemstone
green stone ring for men,expansion,210,HIGH,100,0.62,1.83,gemstone
jewelry gemstone beads,expansion,210,HIGH,100,0.55,2.43,gemstone
necklace crystal stone,expansion,210,HIGH,100,0.4,1.3,gemstone
necklace healing,expansion,210,HIGH,100,0.39,1.19,gemstone
stone set jewellery,expansion,210,HIGH,76,0.42,2.67,gemstone
swiss blue topaz earrings,expansion,210,HIGH,100,0.5,2.41,birthstone
tiffany birthstone necklace,expansion,210,HIGH,99,0.72,4.62,birthstone
gold birthstone necklace for mom,expansion,210,HIGH,100,0.87,5.39,birthstone
2 birthstone necklace for mom,expansion,210,HIGH,100,0.97,5.18,birthstone
december birthstone necklace gold,expansion,210,HIGH,97,0.71,2.68,birthstone
two birthstone necklace for mom,expansion,210,HIGH,100,0.97,5.18,birthstone
3 birthstone jewelry,expansion,210,HIGH,100,1.03,5.05,birthstone
gold mothers ring 3 stones,expansion,210,HIGH,100,0.28,1.92,birthstone
three stone birthstone ring,expansion,210,HIGH,100,0.65,3.88,birthstone
mama necklace with birthstones,expansion,210,HIGH,100,0.73,2.31,birthstone
mothers birthstone necklace 2 stones,expansion,210,HIGH,100,0.97,5.18,birthstone
alexandrite birthstone necklace,expansion,210,HIGH,100,0.73,3.86,birthstone
3 birthstone ring for mom,expansion,210,HIGH,100,0.42,3.59,birthstone
birthstone necklace 4 stones,expansion,210,HIGH,100,1.37,7.0,birthstone
birthstone jewelry near me,expansion,210,HIGH,100,0.8,3.61,birthstone
name and birthstone bracelet,expansion,210,HIGH,100,1.12,4.24,birthstone
mother daughter birthstone jewelry,expansion,210,HIGH,100,0.79,5.45,birthstone
birthstone cross necklace for mom,expansion,210,HIGH,100,0.5,1.57,birthstone
swarovski birthstone bracelet,expansion,210,HIGH,100,0.22,2.08,birthstone
mothers ring with 3 birthstones,expansion,210,HIGH,100,0.42,3.59,birthstone
december birthstone gold necklace,expansion,210,HIGH,97,0.71,2.68,birthstone
tiffany and co birthstone necklace,expansion,210,HIGH,99,0.72,4.62,birthstone
gold mothers necklace with birthstones,expansion,210,HIGH,100,0.87,5.39,birthstone
vintage 3 stone mothers ring,expansion,210,HIGH,100,0.23,1.61,birthstone
pandora march birthstone ring,expansion,210,HIGH,100,0.28,0.69,birthstone
march birthstone ring gold,expansion,210,HIGH,100,0.68,2.13,birthstone
name bracelet with birthstone,expansion,210,HIGH,100,1.12,4.24,birthstone
birthstone name bracelet,expansion,210,HIGH,100,1.12,4.24,birthstone
november birthstone ring gold,expansion,210,HIGH,100,0.52,1.62,birthstone
mothers birthstone cross necklace,expansion,210,HIGH,100,0.5,1.57,birthstone
birthstone ring necklace,expansion,210,HIGH,100,0.72,3.18,birthstone
mickey mouse birthstone earrings,expansion,210,HIGH,100,0.23,1.09,birthstone
pisces birthstone ring,expansion,210,HIGH,100,0.57,2.18,birthstone
blue zircon bracelet,expansion,210,HIGH,100,0.4,2.11,birthstone
alexandrite stacking ring,expansion,210,HIGH,100,0.72,2.89,birthstone
birthstone necklace near me,expansion,210,HIGH,100,0.9,4.59,birthstone
pandora december birthstone ring,expansion,210,HIGH,100,0.27,0.69,birthstone
kendra scott december birthstone necklace,expansion,210,HIGH,100,0.54,1.82,birthstone
kendra scott elisa birthstone pendant necklace,expansion,210,MEDIUM,61,0.31,3.23,birthstone
mom ring with 3 birthstones,expansion,210,HIGH,100,0.42,3.59,birthstone
pisces birthstone jewelry,expansion,210,HIGH,100,0.57,2.18,birthstone
march birthstone gold ring,expansion,210,HIGH,100,0.68,2.13,birthstone
birthstone people necklace,expansion,210,HIGH,87,1.07,4.27,birthstone
gold mothers birthstone ring,expansion,210,HIGH,100,0.52,4.36,birthstone
women's december birthstone ring,expansion,210,HIGH,100,0.39,2.16,birthstone
large blue topaz necklace,expansion,210,HIGH,100,0.43,2.84,birthstone
blue zircon stud earrings,expansion,210,HIGH,99,0.38,2.92,birthstone
heart necklace with birthstones inside,expansion,210,HIGH,96,0.0,0.0,birthstone
emerald cut blue topaz earrings,expansion,210,HIGH,100,0.75,3.63,birthstone
sterling silver birthstone jewelry,expansion,210,HIGH,100,0.8,3.52,birthstone
mickey birthstone earrings,expansion,210,HIGH,100,0.23,1.09,birthstone
kendra scott birthstone necklace december,expansion,210,HIGH,100,0.54,1.82,birthstone
women's august birthstone ring,expansion,210,HIGH,100,0.47,2.26,birthstone
elisa birthstone pendant necklace kendra scott,expansion,210,MEDIUM,61,0.31,3.23,birthstone
birthstone necklace rings,expansion,210,HIGH,100,0.72,3.18,birthstone
vintage blue topaz necklace,expansion,210,HIGH,78,0.0,0.0,birthstone
tiffany necklace birthstones,expansion,210,HIGH,99,0.72,4.62,birthstone
kendra scott june necklace,expansion,210,HIGH,100,0.45,2.11,birthstone
women august birthstone ring,expansion,210,HIGH,100,0.47,2.26,birthstone
mothers birthstone ring gold,expansion,210,HIGH,100,0.52,4.36,birthstone
december birthstone ring men,expansion,210,HIGH,100,0.36,1.34,birthstone
women december birthstone ring,expansion,210,HIGH,100,0.39,2.16,birthstone
birthstone ring charm,expansion,210,HIGH,98,0.37,1.37,birthstone
antique blue topaz necklace,expansion,210,HIGH,94,0.0,0.0,birthstone
blue topaz necklace pendant,expansion,210,HIGH,100,0.72,4.33,birthstone
blue topaz pendant necklaces,expansion,210,HIGH,100,0.72,4.33,birthstone
december birthstone kendra scott necklace,expansion,210,HIGH,100,0.54,1.82,birthstone
june necklace kendra scott,expansion,210,HIGH,100,0.45,2.11,birthstone
kendra scott march necklace,expansion,210,HIGH,100,0.32,1.34,birthstone
mothers 3 birthstone ring,expansion,210,HIGH,100,0.42,3.59,birthstone
pandora birthstone december ring,expansion,210,HIGH,100,0.27,0.69,birthstone
pandora birthstone march ring,expansion,210,HIGH,100,0.28,0.69,birthstone
pisces birthstone jewellery,expansion,210,HIGH,100,0.57,2.18,birthstone
solitaire birthstone necklace,expansion,210,HIGH,100,1.08,2.74,birthstone
sterling silver yellow topaz ring,expansion,210,LOW,20,0.0,0.0,birthstone
yellow topaz sterling silver ring,expansion,210,LOW,20,0.0,0.0,birthstone
david yurman citrine earrings,expansion,210,HIGH,100,0.24,2.41,warm_stones
citrine tennis necklace,expansion,210,HIGH,100,0.49,2.55,warm_stones
gold tiger necklace,expansion,210,HIGH,100,0.47,1.99,warm_stones
topaz and citrine necklace,expansion,210,HIGH,100,0.67,3.43,warm_stones
van cleef carnelian necklace,expansion,210,HIGH,100,0.8,5.01,warm_stones
tiger necklace gold,expansion,210,HIGH,100,0.47,1.99,warm_stones
citrine cross necklace,expansion,210,HIGH,100,0.35,1.57,warm_stones
champagne citrine ring,expansion,210,HIGH,99,0.36,2.55,warm_stones
citrine topaz necklace,expansion,210,HIGH,100,0.67,3.43,warm_stones
gold citrine pendant,expansion,210,HIGH,100,0.69,2.67,warm_stones
carnelian pendant necklace,expansion,210,HIGH,100,0.36,1.35,warm_stones
tiffany citrine necklace,expansion,210,HIGH,100,0.61,2.61,warm_stones
citrine infinity ring,expansion,210,HIGH,100,1.23,7.35,warm_stones
opal and citrine ring,expansion,210,HIGH,100,0.44,1.98,warm_stones
tigers eye mens jewelry,expansion,210,HIGH,100,0.44,1.43,warm_stones
mens tiger eye ring gold,expansion,210,HIGH,100,0.32,1.49,warm_stones
citrine gemstone necklace,expansion,210,HIGH,100,0.58,2.22,warm_stones
emerald cut citrine pendant,expansion,210,HIGH,100,0.0,0.0,warm_stones
citrine statement necklace,expansion,210,HIGH,88,0.58,1.57,warm_stones
solitaire citrine ring,expansion,210,HIGH,100,0.46,1.9,warm_stones
princess cut citrine ring,expansion,210,HIGH,100,0.96,1.85,warm_stones
vintage citrine engagement ring,expansion,210,HIGH,100,0.51,2.24,warm_stones
amazon tiger eye bracelet,expansion,210,HIGH,100,0.42,0.58,warm_stones
yurman citrine earrings,expansion,210,HIGH,100,0.24,2.41,warm_stones
citrine silver bracelet,expansion,210,HIGH,98,0.42,1.23,warm_stones
citrine earrings david yurman,expansion,210,HIGH,100,0.24,2.41,warm_stones
carnelian intaglio ring,expansion,210,HIGH,100,0.0,0.0,warm_stones
